Company,Address_Line_1,City,State,ZipCode,Zip4,County_Code,Area_Code,IDCode,Location_Employee_Size_Code,Location_Sales_Volume_Code,Primary_SIC_Code,SIC6_Descriptions,Primary_NAICS_Code,NAICS8_Descriptions,SIC_Code,SIC6_Descriptions_SIC,SIC_Code_1,SIC6_Descriptions_SIC1,SIC_Code_2,SIC6_Descriptions_SIC2,SIC_Code_3,SIC6_Descriptions_SIC3,SIC_Code_4,SIC6_Descriptions_SIC4,Yellow_Page_Code,Employee_Size_Location,Sales_Volume_Location,Business_Status_Code,Industry_Specific_First_Byte,Year_Established,Office_Size_Code,Company_Holding_Status,ABI,Subsidiary_Number,Parent_Number,Parent_Actual_Employee_Size,Parent_Actual_Sales_Volume,Parent_Employee_Size_Code,Parent_Sales_Volume_Code,Site_Number,Address_Type_Indicator,Population_Code,Census_Tract,Census_Block,Latitude,Longitude,Match_Code,CBSA_Code,CBSA_Level,CSA_Code,FIPS_Code,archive_version_year
DATASCAN,3700 MARKET ST,PHILADELPHIA,PA,19104,3147,101,215,2,D,D,738999,BUSINESS SERVICES NEC,56199001,ALL OTHER SUPPORT SERVICES,,,,,,,,,,,,30,4115,9,,,,,598751881,,,,,,,,,9,008800,1,039.956020,-075.196620,P,37980,2,428,42101,2014
PHILADELPHIA THERMAL DEVMNT,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,2,B,C,655202,REAL ESTATE DEVELOPERS,23721005,LAND SUBDIVISION,,,,,,,,,,,70702,5,2223,9,,,,,598751949,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
PENN EPILEPSY CTR,3400 SPRUCE ST # 2,PHILADELPHIA,PA,19104,4229,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,M,,,,598760320,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,399 S 33RD ST # 8,PHILADELPHIA,PA,19104,,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,,,,,598760353,,,,,,,,,9,009100,3,039.957028,-075.199567,X,37980,2,428,42101,2014
UNIVERSITY OF PA ALLERGY DEPT,51 N 39TH ST # 5,PHILADELPHIA,PA,19104,2640,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,A,,,,598760361,,,,,,,120803754,N,9,009100,3,039.958480,-075.199240,P,37980,2,428,42101,2014
PENN ORTHOPEDICS,51 N 39TH ST,PHILADELPHIA,PA,19104,2640,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,,,,,598760437,,,,,,,636855231,N,9,009100,3,039.958480,-075.199240,P,37980,2,428,42101,2014
CLINICAL PRACTICES-UNIV PA,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),999966,FEDERAL GOVERNMENT CONTRACTORS,,,,,,,,,,3,526,9,,,,,598760452,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 SPRUCE ST # 5,PHILADELPHIA,PA,19104,4229,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,S,,,,598760478,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
DEPARTMENT OF NEUROLOGY,3400 SPRUCE ST # 5,PHILADELPHIA,PA,19104,4229,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,M,,,,598760494,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
UNIVERSITY OF PA MEDICAL CTR,3400 SPRUCE ST # 2,PHILADELPHIA,PA,19104,4274,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,M,,,,598760510,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,2,,,,598760528,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
CENTER FOR STUDY OF ORTHOPEDIC,3400 SPRUCE ST # 2,PHILADELPHIA,PA,19104,4229,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,R,,,,598760569,,,,,,,651229197,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
PENN ORTHOPAEDIC INSTITUTE,51 N 39TH ST # 1,PHILADELPHIA,PA,19104,2640,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,R,,,,598760585,,,,,,,,N,9,009100,3,039.958480,-075.199240,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,R,,,,598760593,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
UNIVERSITY OF PENN HOSPITAL,3400 CIVIC CENTER BLVD # 4,PHILADELPHIA,PA,19104,5127,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,G,,,,598760601,,,,,,,434307634,,9,007600,1,039.947940,-075.193060,P,37980,2,428,42101,2014
UNIVERSITY OF PENNSYLVANIA,3400 SPRUCE ST # 2,PHILADELPHIA,PA,19104,4229,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),806202,HOSPITALS,,,,,,,,,,3,526,9,2,,,,598760627,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
HOSPITAL OF UNIVERSITY OF PA,3600 SPRUCE ST,PHILADELPHIA,PA,19104,4211,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,Y,,,,598760734,,,,,,,,,9,007600,1,039.950640,-075.195330,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,3,,,,598760742,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
PENN MEDICINE,3400 CIVIC CENTER BLVD # 6,PHILADELPHIA,PA,19104,5162,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,G,,,,598760783,,,,,,,434307634,,9,007600,1,039.947940,-075.193060,P,37980,2,428,42101,2014
UNIVERSITY OF PA MEDICAL CTR,3400 SPRUCE ST # 2,PHILADELPHIA,PA,19104,4274,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,,,,,598760817,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,K,,,,598760825,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
UNIVERSITY OF PA HOSPITAL,3400 CIVIC CENTER BLVD # 2 WES,PHILADELPHIA,PA,19104,5127,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,,,,,598760841,,,,,,,,,9,007600,1,039.947940,-075.193060,P,37980,2,428,42101,2014
UNIVERSITY OF PA MEDICAL CTR,3400 SPRUCE ST # 3,PHILADELPHIA,PA,19104,4274,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),999966,FEDERAL GOVERNMENT CONTRACTORS,,,,,,,,,,3,526,9,2,,,,598760858,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
UNIVERSITY OF PA MEDICAL CTR,3400 SPRUCE ST # 10,PHILADELPHIA,PA,19104,4274,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,R,,,,598760866,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 CIVIC CENTER BLVD # 370S,PHILADELPHIA,PA,19104,5127,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,G,,,,598760882,,,,,,,434307634,,9,007600,1,039.947940,-075.193060,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,X,,,,598760890,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 CIVIC CTR BLVD # 4-370S,PHILADELPHIA,PA,19104,5136,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,K,,,,598760908,,,,,,,434307634,,9,007600,1,039.947940,-075.193060,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,,,,,598760916,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,2,,,,598760932,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 CIVIC CENTER BLVD # 10,PHILADELPHIA,PA,19104,5158,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,G,,,,598760957,,,,,,,434307634,,9,007600,1,039.947940,-075.193060,P,37980,2,428,42101,2014
UNIVERSITY OF PA MEDICAL CTR,3400 SPRUCE ST # 2,PHILADELPHIA,PA,19104,4274,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,M,,,,598760981,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,,,,,598761013,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
OTORHINOLARYNGOLOGY DEPARTMENT,3400 SPRUCE ST # 5,PHILADELPHIA,PA,19104,4229,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,S,,,,598761120,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,2,,,,598761146,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,G,,,,598761153,,,,,,,598761153,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 CIVIC CENTER BLVD # 4,PHILADELPHIA,PA,19104,5127,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,G,,,,598761179,,,,,,,434307634,,9,007600,1,039.947940,-075.193060,P,37980,2,428,42101,2014
LINCOLN TECHNICAL INSTITUTE,3600 MARKET ST,PHILADELPHIA,PA,19104,2641,101,215,2,E,,824903,SCHOOLS-INDUSTRIAL TECHNICAL & TRADE,61151916,OTHER TECHNICAL & TRADE SCHOOLS,824302,COMPUTERS-PROGRAMMING INSTRUCTION,821103,SCHOOLS,822298,JUNIOR COLLEGES & TECHNICAL INSTITUTES,596104,E-COMMERCE,,,,60,,2,,,,,598762250,304597719,362813453,13,,C,,,,9,008900,3,039.955800,-075.194670,P,37980,2,428,42101,2014
,4025 CHESTNUT ST # 1,PHILADELPHIA,PA,19104,3054,101,610,1,A,A,804922,PSYCHOLOGISTS,62139936,OFFICES OF ALL OTHER MISC HEALTH PRACTITIONERS,,,,,,,,,,,,1,81,9,,,,,598762284,,,,,,,,,9,008800,6,039.955797,-075.202787,0,37980,2,428,42101,2014
RALSTON MERCY-DOUGLAS HOUSE,3817 MARKET ST,PHILADELPHIA,PA,19104,6601,101,215,2,B,C,651303,APARTMENTS,53111002,LESSORS OF RESIDENTIAL BUILDINGS & DWELLINGS,,,,,,,,,,,02906,6,1452,9,,,,,598762482,,,,,,,,,9,009100,3,039.956819,-075.198302,0,37980,2,428,42101,2014
UCA REALTY GROUP,4101 SPRUCE ST,PHILADELPHIA,PA,19104,4059,101,215,2,A,B,653117,REAL ESTATE CONSULTANTS,53139006,OTHER ACTIVITIES RELATED TO REAL ESTATE,,,,,,,,,,,70700,4,834,9,,,,,598762532,,,,,,,,,9,008700,2,039.952450,-075.205740,P,37980,2,428,42101,2014
JACKSON SERVICE CO,848 N 40TH ST,PHILADELPHIA,PA,19104,1542,101,215,2,A,B,358501,AIR CONDITIONING EQUIPMENT-MANUFACTURERS,33341501,AC REFRIGERATION & FORCED AIR HEATING,171117,AIR CONDITIONING CONTRACTORS & SYSTEMS,507503,AIR CONDITIONING EQUIP & SYSTEMS-WHLS,762304,AIR CONDITIONING EQUIPMENT-REPAIR,762307,AIR CONDITIONING EQUIP-ROOM UNITS-REPAIR,,,,3,948,9,,,,,598762573,,,,,,,,,9,010700,2,039.968870,-075.203650,P,37980,2,428,42101,2014
SOMERSET FARMS INC,,PHILADELPHIA,PA,19104,,101,215,2,B,F,514102,FOOD BROKERS (WHLS),42512050,WHOLESALE TRADE AGENTS & BROKERS,,,,,,,,,,,33800,8,16525,9,,,,,598762581,,,,,,,,,9,009100,3,039.957028,-075.199567,X,37980,2,428,42101,2014
ALL AMERICAN BUFFET,2951 MARKET ST # 13,PHILADELPHIA,PA,19104,2828,101,215,2,B,C,542101,SEAFOOD-RETAIL,44522004,FISH & SEAFOOD MARKETS,,,,,,,,,,,32308,5,1037,9,,,,,598762631,,,,,,,598762631,,9,012400,1,039.955740,-075.181990,P,37980,2,428,42101,2014
PHILLY CUTS UNISEX SALON,4409 CHESTNUT ST,PHILADELPHIA,PA,19104,2913,101,215,2,A,A,723106,BEAUTY SALONS,81211202,BEAUTY SALONS,,,,,,,,,,,07204,4,192,9,,,,,598762938,,,,,,,,,9,008700,6,039.956810,-075.210070,P,37980,2,428,42101,2014
HUGO HARMATZ LAW OFFICES,,PHILADELPHIA,PA,19104,,101,215,2,A,A,811103,ATTORNEYS,54111002,OFFICES OF LAWYERS,,,,,,,,,,,46404,4,456,9,,,,,598763001,,,,,,,,,9,009100,3,039.957028,-075.199567,X,37980,2,428,42101,2014
ARAMARK,235 S 33RD ST,PHILADELPHIA,PA,19104,6322,101,215,2,A,B,596305,FOOD SERVICE-MANAGEMENT,45439007,OTHER DIRECT SELLING ESTABLISHMENTS,514102,FOOD BROKERS (WHLS),,,,,,,,,,4,780,2,,,,,598763035,007502859,434447839,8,,B,,,,9,008900,1,039.951095,-075.190620,0,37980,2,428,42101,2014
ELICEO GROCERY,856 N HOLLY ST,PHILADELPHIA,PA,19104,1572,101,215,2,A,B,541105,GROCERS-RETAIL,44511003,SUPERMARKETS/OTHER GROCERY (EXC CONVENIENCE) STRS,,,,,,,,,,,39106,2,509,9,,,,,598763084,,,,,,,,,9,010700,8,039.968990,-075.207150,P,37980,2,428,42101,2014
FORTY-SECOND STREET ICE HOUSE,4200 WALLACE ST,PHILADELPHIA,PA,19104,1426,101,215,2,B,C,599977,ICE,45399840,ALL OTHER MISC STORE RETAILERS (EXC TOBACCO STRS),,,,,,,,,,,42302,6,1333,9,,,,,598763092,,,,,,,,,9,010600,4,039.963510,-075.207200,P,37980,2,428,42101,2014
GOLDEN AGE CLUB,3001 WALNUT ST # 9,PHILADELPHIA,PA,19104,3414,101,215,2,B,,864108,CLUBS,81341004,CIVIL & SOCIAL ORGANIZATIONS,,,,,,,,,,,18900,6,,9,,,,,598763126,,,,,,,,,9,008900,1,039.951960,-075.184299,0,37980,2,428,42101,2014
SECOND ANTIOCH BAPTIST CH,912 N 41ST ST,PHILADELPHIA,PA,19104,1228,101,215,2,A,,866107,CHURCHES,81311008,RELIGIOUS ORGANIZATIONS,,,,,,,,,,,15800,3,,9,C,,,,598763282,,,,,,,,,9,010700,8,039.970750,-075.206250,P,37980,2,428,42101,2014
TO OUR CHILDREN'S FUTURE,4035 POWELTON AVE,PHILADELPHIA,PA,19104,2262,101,215,2,A,,839919,CHARITABLE INSTITUTIONS,81331104,HUMAN RIGHTS ORGANIZATIONS,,,,,,,,,,,14702,3,,9,,2007,,,598772515,,,,,,,,,9,009200,3,039.959260,-075.203730,P,37980,2,428,42101,2014
,3620 HAMILTON WALK,PHILADELPHIA,PA,19104,4799,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,K,,,,598785657,,,,,,,,,9,007600,1,039.949709,-075.195821,0,37980,2,428,42101,2014
UNIVERSITY OF PA SCHOOL OF MED,3080 S UNIVERSITY AVE,PHILADELPHIA,PA,19104,,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,999966,FEDERAL GOVERNMENT CONTRACTORS,,,,,,,,3,526,9,Y,,,,598785673,,,,,,,,,9,009100,3,039.957028,-075.199567,X,37980,2,428,42101,2014
UNIVERSITY OF PA,3610 HAMILTON WALK # 225,PHILADELPHIA,PA,19104,4793,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),999966,FEDERAL GOVERNMENT CONTRACTORS,,,,,,,,,,3,526,9,,,,,598785681,,,,,,,,,9,007600,1,039.949696,-075.195682,0,37980,2,428,42101,2014
PENN LUNG CTR,51 N 39TH ST # 1,PHILADELPHIA,PA,19104,2640,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,Y,,,,598785715,,,,,,,120803754,N,9,009100,3,039.958480,-075.199240,P,37980,2,428,42101,2014
,3620 HAMILTON WALK,PHILADELPHIA,PA,19104,4799,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,Y,,,,598785723,,,,,,,,,9,007600,1,039.949709,-075.195821,0,37980,2,428,42101,2014
,3620 HAMILTON WALK # 195,PHILADELPHIA,PA,19104,4872,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,T,,,,598785731,,,,,,,,,9,007600,1,039.949709,-075.195821,0,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,,,,,598785772,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3620 HAMILTON WALK,PHILADELPHIA,PA,19104,4799,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,F,,,,598785798,,,,,,,,,9,007600,1,039.949709,-075.195821,0,37980,2,428,42101,2014
HOSPITAL OF THE UNIV OF PA,3400 SPRUCE ST # F,PHILADELPHIA,PA,19104,4224,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,Y,,,,598785806,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,324 S 34TH ST,PHILADELPHIA,PA,19104,4304,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,4,,,,598787075,,,,,,,,,9,008900,2,039.950702,-075.192660,0,37980,2,428,42101,2014
,324 S 34TH ST # 1,PHILADELPHIA,PA,19104,4304,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,S,,,,598787166,,,,,,,470083205,,9,008900,2,039.950702,-075.192660,0,37980,2,428,42101,2014
UNIVERSITY OF PENNSYLVANIA,3400 SPRUCE ST # 219,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,2,,,,598787893,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,4,,,,598787901,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,,,,,598787943,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
UNIVERSITY OF PENNSYLVANIA,3400 SPRUCE ST # 2DONNER,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,T,,,,598787950,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,A,804918,PHYSICAL THERAPISTS,62134007,"OFFICES-PHYSICAL, OCCPTNL/SPEECH THRPSTS/AUDLGSTS",801101,PHYSICIANS & SURGEONS,,,,,,,,,,1,81,9,,,,,598787976,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
UNIVERSITY OF PA MEDICAL CTR,3400 SPRUCE ST # 3,PHILADELPHIA,PA,19104,4274,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,Y,,,,598787992,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
HOSPITAL OF UNIVERSITY OF PA,3400 SPRUCE ST # 4,PHILADELPHIA,PA,19104,4229,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,4,,,,598788024,,,,,,,963881693,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
VASCULAR INTERVENTIONAL RDLGY,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,2,,,,598788081,,,,,,,208320879,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
ANATOMIC PATHOLOGY,3400 SPRUCE ST # 6,PHILADELPHIA,PA,19104,4229,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,,,,,598791879,,,,,,,987215225,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
EDWARD S COOPER INTERNAL MED,3701 MARKET ST # 640,PHILADELPHIA,PA,19104,5508,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,K,,,,598791945,,,,,,,,,9,009100,3,039.956570,-075.196090,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,5,,,,598791952,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
,3400 SPRUCE ST,PHILADELPHIA,PA,19104,4238,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,Q,,,,598791978,,,,,,,,,9,007600,1,039.949870,-075.193376,P,37980,2,428,42101,2014
